"group","axis","value"
"UNKLE","liveness",0.1185
"UNKLE","tempo",102.0025
"UPSAHL","danceability",0.883
"UPSAHL","energy",0.415
"UPSAHL","liveness",0.063
"UPSAHL","tempo",76.984
"USSR State Symphony Orchestra","danceability",0.501
"USSR State Symphony Orchestra","energy",0.1604
"USSR State Symphony Orchestra","liveness",0.1273
"USSR State Symphony Orchestra","tempo",134.20925
"UVERworld","danceability",0.597
"UVERworld","energy",0.857
"UVERworld","liveness",0.1855
"UVERworld","tempo",105.996
"Udi Hrant","danceability",0.471
"Udi Hrant","energy",0.473
"Udi Hrant","liveness",0.82
"Udi Hrant","tempo",87.787
"Udit Narayan","danceability",0.568551724
"Udit Narayan","energy",0.635689655
"Udit Narayan","liveness",0.185413793
"Udit Narayan","tempo",121.6791379
"Udo Jürgens","danceability",0.406
"Udo Jürgens","energy",0.408
"Udo Jürgens","liveness",0.261
"Udo Jürgens","tempo",148.081
"Ugly Casanova","danceability",0.653
"Ugly Casanova","energy",0.518
"Ugly Casanova","liveness",0.3465
"Ugly Casanova","tempo",122.1855
"Ugly Duck","danceability",0.745
"Ugly Duck","energy",0.669
"Ugly Duck","liveness",0.104
"Ugly Duck","tempo",94.089
"Ugly God","danceability",0.8592
"Ugly God","energy",0.4236
"Ugly God","liveness",0.10824
"Ugly God","tempo",114.9218
"Ugly Kid Joe","danceability",0.50625
"Ugly Kid Joe","energy",0.73325
"Ugly Kid Joe","liveness",0.092525
"Ugly Kid Joe","tempo",114.58175
"Ugo Savarese","danceability",0.243666667
"Ugo Savarese","energy",0.213666667
"Ugo Savarese","liveness",0.117
"Ugo Savarese","tempo",88.07333333
"Ugo Tansini","danceability",0.385047619
"Ugo Tansini","energy",0.161409524
"Ugo Tansini","liveness",0.14427619
"Ugo Tansini","tempo",95.14380952
"Uhde","danceability",0.21848
"Uhde","energy",0.221704
"Uhde","liveness",0.37728
"Uhde","tempo",89.25408
"Uhuru-Yenzu","danceability",0.765
"Uhuru-Yenzu","energy",0.873
"Uhuru-Yenzu","liveness",0.0628
"Uhuru-Yenzu","tempo",104.747
"Ukraine National Radio Symphony Orchestra","danceability",0.292
"Ukraine National Radio Symphony Orchestra","energy",0.246
"Ukraine National Radio Symphony Orchestra","liveness",0.107
"Ukraine National Radio Symphony Orchestra","tempo",109.766
"Ulf Schirmer","danceability",0.379
"Ulf Schirmer","energy",0.251
"Ulf Schirmer","liveness",0.094
"Ulf Schirmer","tempo",73.316
"Uli","danceability",0.588166667
"Uli","energy",0.415331667
"Uli","liveness",0.154916667
"Uli","tempo",92.42
"Ulices Chaidez","danceability",0.6835
"Ulices Chaidez","energy",0.4505
"Ulices Chaidez","liveness",0.11435
"Ulices Chaidez","tempo",140.528
"Ulla Sallert","danceability",0.363
"Ulla Sallert","energy",0.383
"Ulla Sallert","liveness",0.151
"Ulla Sallert","tempo",122.207
"Ulster Orchestra","danceability",0.063
"Ulster Orchestra","energy",0.0233
"Ulster Orchestra","liveness",0.18
"Ulster Orchestra","tempo",68.444
"Ultimate Spinach","danceability",0.434923077
"Ultimate Spinach","energy",0.489692308
"Ultimate Spinach","liveness",0.234261538
"Ultimate Spinach","tempo",114.7665385
"Ultra Naté","danceability",0.727
"Ultra Naté","energy",0.904
"Ultra Naté","liveness",0.08592
"Ultra Naté","tempo",125.385
"Ultra Vivid Scene","danceability",0.436
"Ultra Vivid Scene","energy",0.887
"Ultra Vivid Scene","liveness",0.0457
"Ultra Vivid Scene","tempo",155.35
"Ultramagnetic MC's","danceability",0.921
"Ultramagnetic MC's","energy",0.953333333
"Ultramagnetic MC's","liveness",0.1242
"Ultramagnetic MC's","tempo",104.4253333
"Ultravox","danceability",0.5716
"Ultravox","energy",0.7213
"Ultravox","liveness",0.16414
"Ultravox","tempo",117.6441
"Uma Chakraborty","danceability",0.396
"Uma Chakraborty","energy",0.3385
"Uma Chakraborty","liveness",0.183
"Uma Chakraborty","tempo",87.548
"Uma Devi","danceability",0.570125
"Uma Devi","energy",0.2675
"Uma Devi","liveness",0.151515
"Uma Devi","tempo",116.2066
"Uma Shankar","danceability",0.708
"Uma Shankar","energy",0.228
"Uma Shankar","liveness",0.109
"Uma Shankar","tempo",143.192
"Umakant","danceability",0.742
"Umakant","energy",0.212
"Umakant","liveness",0.144
"Umakant","tempo",68.691
"Umashashi","danceability",0.669
"Umashashi","energy",0.12815
"Umashashi","liveness",0.173
"Umashashi","tempo",69.83
"Umberto Giordano","danceability",0.324636364
"Umberto Giordano","energy",0.183254545
"Umberto Giordano","liveness",0.3193
"Umberto Giordano","tempo",105.8336364
"Umberto Tozzi","danceability",0.283
"Umberto Tozzi","energy",0.52
"Umberto Tozzi","liveness",0.11
"Umberto Tozzi","tempo",185.478
"Umberto Urbano","danceability",0.332
"Umberto Urbano","energy",0.258
"Umberto Urbano","liveness",0.344083333
"Umberto Urbano","tempo",89.3975
"Umeno Tajima accompanied by Eikichi Kazari","danceability",0.517
"Umeno Tajima accompanied by Eikichi Kazari","energy",0.2855
"Umeno Tajima accompanied by Eikichi Kazari","liveness",0.1078
"Umeno Tajima accompanied by Eikichi Kazari","tempo",84.662
"Umm Kulthum","danceability",0.362641975
"Umm Kulthum","energy",0.30538642
"Umm Kulthum","liveness",0.442718519
"Umm Kulthum","tempo",94.81346914
"Umphrey's McGee","danceability",0.6675
"Umphrey's McGee","energy",0.629
"Umphrey's McGee","liveness",0.0928
"Umphrey's McGee","tempo",139.086
"Uncle Acid & The Deadbeats","danceability",0.391
"Uncle Acid & The Deadbeats","energy",0.86
"Uncle Acid & The Deadbeats","liveness",0.0792
"Uncle Acid & The Deadbeats","tempo",120.108
"Uncle Bunt Stephens","danceability",0.467
"Uncle Bunt Stephens","energy",0.425
"Uncle Bunt Stephens","liveness",0.43
"Uncle Bunt Stephens","tempo",125.385
"Uncle Charlie Wilson","danceability",0.9
"Uncle Charlie Wilson","energy",0.7175
"Uncle Charlie Wilson","liveness",0.08445
"Uncle Charlie Wilson","tempo",101.016
"Uncle Kracker","danceability",0.722142857
"Uncle Kracker","energy",0.755666667
"Uncle Kracker","liveness",0.257180952
"Uncle Kracker","tempo",127.801381
"Uncle Lucius","danceability",0.6535
"Uncle Lucius","energy",0.5185
"Uncle Lucius","liveness",0.0926
"Uncle Lucius","tempo",118.6825
"Uncle Pete","danceability",0.674
"Uncle Pete","energy",0.645
"Uncle Pete","liveness",0.266
"Uncle Pete","tempo",159.928
"Uncle Sam","danceability",0.607
"Uncle Sam","energy",0.497
"Uncle Sam","liveness",0.0681
"Uncle Sam","tempo",125.951
"Uncle Tupelo","danceability",0.472133333
"Uncle Tupelo","energy",0.5
"Uncle Tupelo","liveness",0.1678
"Uncle Tupelo","tempo",125.0332667
"Unclenathannn","danceability",0.824
"Unclenathannn","energy",0.0312
"Unclenathannn","liveness",0.0845
"Unclenathannn","tempo",72.727
"Under Side 821","danceability",0.686
"Under Side 821","energy",0.733
"Under Side 821","liveness",0.368
"Under Side 821","tempo",139.825
"Underoath","danceability",0.369230769
"Underoath","energy",0.934307692
"Underoath","liveness",0.364538462
"Underoath","tempo",151.0380769
"Underworld","danceability",0.605
"Underworld","energy",0.815
"Underworld","liveness",0.2373
"Underworld","tempo",138.3444
"Undine Von Medvey","danceability",0.662
"Undine Von Medvey","energy",0.4745
"Undine Von Medvey","liveness",0.07635
"Undine Von Medvey","tempo",104.2935
"Unearth","danceability",0.219
"Unearth","energy",0.921
"Unearth","liveness",0.123
"Unearth","tempo",166.307
"Unholy Modal Rounders","danceability",0.731
"Unholy Modal Rounders","energy",0.466
"Unholy Modal Rounders","liveness",0.081
"Unholy Modal Rounders","tempo",127.568
"Unicos De Mexico","danceability",0.41
"Unicos De Mexico","energy",0.446
"Unicos De Mexico","liveness",0.683
"Unicos De Mexico","tempo",110.839
"Unidentified accordion player","danceability",0.609
"Unidentified accordion player","energy",0.273
"Unidentified accordion player","liveness",0.3
"Unidentified accordion player","tempo",156.873
"United Pursuit","danceability",0.47425
"United Pursuit","energy",0.379
"United Pursuit","liveness",0.1795
"United Pursuit","tempo",104.5475
"University of Delaware Jazz Ensemble I","danceability",0.47
"University of Delaware Jazz Ensemble I","energy",0.755
"University of Delaware Jazz Ensemble I","liveness",0.322
"University of Delaware Jazz Ensemble I","tempo",100.112
"University of North Texas Symphony Orchestra","danceability",0.26605625
"University of North Texas Symphony Orchestra","energy",0.232345833
"University of North Texas Symphony Orchestra","liveness",0.154383333
"University of North Texas Symphony Orchestra","tempo",100.723
"Unk","danceability",0.769
"Unk","energy",0.759666667
"Unk","liveness",0.255666667
"Unk","tempo",132.8583333
"Unknown","danceability",0.341
"Unknown","energy",0.1898
"Unknown","liveness",0.4152
"Unknown","tempo",143.432
"Unknown Artist","danceability",0.332682927
"Unknown Artist","energy",0.225656098
"Unknown Artist","liveness",0.232156098
"Unknown Artist","tempo",107.6747561
"Unknown Brain","danceability",0.669
"Unknown Brain","energy",0.937
"Unknown Brain","liveness",0.318
"Unknown Brain","tempo",75.013
"Unknown Mortal Orchestra","danceability",0.772714286
"Unknown Mortal Orchestra","energy",0.639714286
"Unknown Mortal Orchestra","liveness",0.1777
"Unknown Mortal Orchestra","tempo",103.4767143
"Unknown Orchestra","danceability",0.298612903
"Unknown Orchestra","energy",0.226580645
"Unknown Orchestra","liveness",0.270535484
"Unknown Orchestra","tempo",81.9556129
"Unlike Pluto","danceability",0.539
"Unlike Pluto","energy",0.821
"Unlike Pluto","liveness",0.216
"Unlike Pluto","tempo",85.3045
"Unlimited Gravity","danceability",0.573
"Unlimited Gravity","energy",0.462
"Unlimited Gravity","liveness",0.128
"Unlimited Gravity","tempo",149.871
"Unlimited Touch","danceability",0.697
"Unlimited Touch","energy",0.582
"Unlimited Touch","liveness",0.0843
"Unlimited Touch","tempo",115.929
"Unnikrishnan","danceability",0.814
"Unnikrishnan","energy",0.463
"Unnikrishnan","liveness",0.139
"Unnikrishnan","tempo",97.993
"UnoTheActivist","danceability",0.694
"UnoTheActivist","energy",0.417
"UnoTheActivist","liveness",0.178
"UnoTheActivist","tempo",155.985
"Unsane","danceability",0.33
"Unsane","energy",0.933
"Unsane","liveness",0.123
"Unsane","tempo",124.021
"Unspecified","danceability",0.472912719
"Unspecified","energy",0.328112939
"Unspecified","liveness",0.282314035
"Unspecified","tempo",111.1520439
"Unspoken","danceability",0.513
"Unspoken","energy",0.875
"Unspoken","liveness",0.171
"Unspoken","tempo",81.978
"Unwound","danceability",0.362
"Unwound","energy",0.911
"Unwound","liveness",0.2355
"Unwound","tempo",82.0255
"Unwritten Law","danceability",0.4925
"Unwritten Law","energy",0.819
"Unwritten Law","liveness",0.1185
"Unwritten Law","tempo",135.52025
"Up Dharma Down","danceability",0.6345
"Up Dharma Down","energy",0.474
"Up Dharma Down","liveness",0.14245
"Up Dharma Down","tempo",155.556
"Upchurch","danceability",0.719612903
"Upchurch","energy",0.65616129
"Upchurch","liveness",0.246522581
"Upchurch","tempo",134.4392258
"Upon A Burning Body","danceability",0.362
"Upon A Burning Body","energy",0.972
"Upon A Burning Body","liveness",0.161
"Upon A Burning Body","tempo",102.409
"Ur Uncle Gary","danceability",0.714
"Ur Uncle Gary","energy",0.57
"Ur Uncle Gary","liveness",0.168
"Ur Uncle Gary","tempo",123.038
"Ural Cossacks Choir","danceability",0.374
"Ural Cossacks Choir","energy",0.359
"Ural Cossacks Choir","liveness",0.1365
"Ural Cossacks Choir","tempo",97.939
"Uranio","danceability",0.755
"Uranio","energy",0.594
"Uranio","liveness",0.196
"Uranio","tempo",136.927
"Urban Cone","danceability",0.621
"Urban Cone","energy",0.74
"Urban Cone","liveness",0.174
"Urban Cone","tempo",119.993
"Urban Jazz Coalition","danceability",0.612
"Urban Jazz Coalition","energy",0.583
"Urban Jazz Coalition","liveness",0.126
"Urban Jazz Coalition","tempo",87.55
"Urban Knights","danceability",0.744
"Urban Knights","energy",0.445
"Urban Knights","liveness",0.262
"Urban Knights","tempo",138.542
"Urbie Green","danceability",0.6635
"Urbie Green","energy",0.0557
"Urbie Green","liveness",0.107
"Urbie Green","tempo",99.3175
"Urge Overkill","danceability",0.5525
"Urge Overkill","energy",0.6935
"Urge Overkill","liveness",0.13545
"Urge Overkill","tempo",125.4555
"Uriah Heep","danceability",0.3835
"Uriah Heep","energy",0.6054375
"Uriah Heep","liveness",0.211
"Uriah Heep","tempo",116.9395625
"Urubamba","danceability",0.383
"Urubamba","energy",0.463666667
"Urubamba","liveness",0.861
"Urubamba","tempo",89.17266667
"Us The Duo","danceability",0.732
"Us The Duo","energy",0.425666667
"Us The Duo","liveness",0.158
"Us The Duo","tempo",106.8183333
"Us3","danceability",0.869333333
"Us3","energy",0.585666667
"Us3","liveness",0.081866667
"Us3","tempo",103.5526667
"Usha","danceability",0.599
"Usha","energy",0.104
"Usha","liveness",0.108
"Usha","tempo",131.624
"Usha Ganesh","danceability",0.436
"Usha Ganesh","energy",0.581
"Usha Ganesh","liveness",0.377
"Usha Ganesh","tempo",164.334
"Usha Khanna","danceability",0.3995
"Usha Khanna","energy",0.721
"Usha Khanna","liveness",0.336
"Usha Khanna","tempo",123.5765
"Usha Mangeshkar","danceability",0.5095
"Usha Mangeshkar","energy",0.400833333
"Usha Mangeshkar","liveness",0.273833333
"Usha Mangeshkar","tempo",125.983
"Usher","danceability",0.70118797
"Usher","energy",0.617684211
"Usher","liveness",0.16475188
"Usher","tempo",116.0653008
"Utada","danceability",0.4595
"Utada","energy",0.7935
"Utada","liveness",0.116
"Utada","tempo",109.126
"Utah Saints","danceability",0.53
"Utah Saints","energy",0.95
"Utah Saints","liveness",0.13
"Utah Saints","tempo",126.86
"Utah Symphony Orchestra","danceability",0.336
"Utah Symphony Orchestra","energy",0.0834
"Utah Symphony Orchestra","liveness",0.0988
"Utah Symphony Orchestra","tempo",64.619
"Utfo","danceability",0.925
"Utfo","energy",0.955
"Utfo","liveness",0.198
"Utfo","tempo",100.429
"Uther Moads","danceability",0.517
"Uther Moads","energy",0.0316
"Uther Moads","liveness",0.112
"Uther Moads","tempo",110.02
"Utopia","danceability",0.473
"Utopia","energy",0.619
"Utopia","liveness",0.0951
"Utopia","tempo",163.414
"Utpala Sen","danceability",0.4296
"Utpala Sen","energy",0.16703
"Utpala Sen","liveness",0.15807
"Utpala Sen","tempo",98.1524
"Uttara Devi","danceability",0.503
"Uttara Devi","energy",0.263333333
"Uttara Devi","liveness",0.295333333
"Uttara Devi","tempo",86.474
"Uyama Hiroto","danceability",0.6225
"Uyama Hiroto","energy",0.612
"Uyama Hiroto","liveness",0.18875
"Uyama Hiroto","tempo",105.519
"Uzory","danceability",0.521
"Uzory","energy",0.535
"Uzory","liveness",0.147
"Uzory","tempo",127.473
"V","danceability",0.553666667
"V","energy",0.469666667
"V","liveness",0.088533333
"V","tempo",93.07033333
"V G Bhatkar","danceability",0.638
"V G Bhatkar","energy",0.279
"V G Bhatkar","liveness",0.0957
"V G Bhatkar","tempo",66.763
"V Tatian","danceability",0.715
"V Tatian","energy",0.329
"V Tatian","liveness",0.127
"V Tatian","tempo",139.193
"V V Brown","danceability",0.554
"V V Brown","energy",0.805
"V V Brown","liveness",0.359
"V V Brown","tempo",98.981
"V. Alexander","danceability",0.48
"V. Alexander","energy",0.527
"V. Alexander","liveness",0.956
"V. Alexander","tempo",178.871
"V. Bhatkar","danceability",0.731
"V. Bhatkar","energy",0.2055
"V. Bhatkar","liveness",0.1505
"V. Bhatkar","tempo",112.148
"V. Citov","danceability",0.558
"V. Citov","energy",0.228
"V. Citov","liveness",0.105
"V. Citov","tempo",95.884
"V. Duke","danceability",0.532
"V. Duke","energy",0.423
"V. Duke","liveness",0.12
"V. Duke","tempo",172.225
"V. Ramakrishna","danceability",0.479285714
"V. Ramakrishna","energy",0.430714286
"V. Ramakrishna","liveness",0.315685714
"V. Ramakrishna","tempo",120.0588571
"V. S. Jog","danceability",0.567
"V. S. Jog","energy",0.193
"V. S. Jog","liveness",0.268
"V. S. Jog","tempo",65.829
"V. Sivaram","danceability",0.529
"V. Sivaram","energy",0.15
"V. Sivaram","liveness",0.284
"V. Sivaram","tempo",73.346
"V. Togiekos","danceability",0.401
"V. Togiekos","energy",0.281
"V. Togiekos","liveness",0.0616
"V. Togiekos","tempo",71.029
"V.I.C.","danceability",0.851
"V.I.C.","energy",0.789
"V.I.C.","liveness",0.10415
"V.I.C.","tempo",85.0055
"V.J.Varma","danceability",0.484
"V.J.Varma","energy",0.396
"V.J.Varma","liveness",0.194
"V.J.Varma","tempo",104.761
"V.Mascheroni","danceability",0.6245
"V.Mascheroni","energy",0.286
"V.Mascheroni","liveness",0.326
"V.Mascheroni","tempo",133.7475
"V.N. Sundaram","danceability",0.558
"V.N. Sundaram","energy",0.457
"V.N. Sundaram","liveness",0.305
"V.N. Sundaram","tempo",102.745
"V.Ripa","danceability",0.62
"V.Ripa","energy",0.105
"V.Ripa","liveness",0.103
"V.Ripa","tempo",83.482
"V.Sarala Rao","danceability",0.449333333
"V.Sarala Rao","energy",0.664
"V.Sarala Rao","liveness",0.204
"V.Sarala Rao","tempo",93.03833333
"V.Savona","danceability",0.641
"V.Savona","energy",0.273
"V.Savona","liveness",0.1394
"V.Savona","tempo",113.3355
"V.Vasilescu","danceability",0.419
"V.Vasilescu","energy",0.299
"V.Vasilescu","liveness",0.0961
"V.Vasilescu","tempo",118.674
"VASSY","danceability",0.63825
"VASSY","energy",0.89175
"VASSY","liveness",0.207825
"VASSY","tempo",128.0285
"VICTORIA","danceability",0.479
"VICTORIA","energy",0.953
"VICTORIA","liveness",0.173
"VICTORIA","tempo",160.071
"VINAI","danceability",0.649
"VINAI","energy",0.99
"VINAI","liveness",0.0626
"VINAI","tempo",127.964
"VIP Mass Choir","danceability",0.559
"VIP Mass Choir","energy",0.575
"VIP Mass Choir","liveness",0.641
"VIP Mass Choir","tempo",77.004
"VIZE","danceability",0.758
"VIZE","energy",0.848
"VIZE","liveness",0.114
"VIZE","tempo",127.96
"VaShawn Mitchell","danceability",0.504
"VaShawn Mitchell","energy",0.565
"VaShawn Mitchell","liveness",0.1364
"VaShawn Mitchell","tempo",129.937
"Vacation Manor","danceability",0.61
"Vacation Manor","energy",0.824
"Vacation Manor","liveness",0.138
"Vacation Manor","tempo",128.025
"Vacationer","danceability",0.515
"Vacationer","energy",0.79
"Vacationer","liveness",0.192
"Vacationer","tempo",94.992
"Vacuum Cleaner White Noise","danceability",0.167
"Vacuum Cleaner White Noise","energy",0.802
"Vacuum Cleaner White Noise","liveness",0.731
"Vacuum Cleaner White Noise","tempo",117.515
"Vaggelis Konitopoulos","danceability",0.473
"Vaggelis Konitopoulos","energy",0.545
"Vaggelis Konitopoulos","liveness",0.308
"Vaggelis Konitopoulos","tempo",144.192
"Vaggelis Livanos","danceability",0.644
"Vaggelis Livanos","energy",0.571
"Vaggelis Livanos","liveness",0.115
"Vaggelis Livanos","tempo",110.087
"Vaggelis Papas","danceability",0.189
